"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CETV","Central European Media Enterprises Ltd.","3.9","$987.79M","1994","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","12.6153","$55.41M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","27.57","$1.6B","1993","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","25.34","$1.47B","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/centa",
"CEPU","Central Puerto S.A.","8.83","$1.34B","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cepu",
"CET","Central Securities Corporation","30.19","$769.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cet",
"CVCY","Central Valley Community Bancorp","20.01","$273.76M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvcy",
"CNTX","Centrexion Therapeutics Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cntx",
"CTRC","Centric Brands Inc.","3.62","$211.17M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctrc",
"LEU","Centrus Energy Corp.","3.51","$33.13M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/leu",
"CENX","Century Aluminum Company","8.37","$743.33M","1996","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","91.27","$508.18M","1987","Finance","Major Banks","https://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","9.38","$276.14M","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/cnty",
"CCS","Century Communities, Inc.","28.22","$855.18M","2014","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/ccs",
"CTL","CenturyLink, Inc.","11.68","$12.74B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctl",
"CRNT","Ceragon Networks Ltd.","3.71","$297.33M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","5.57","$238.14M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cerc",
"CDAY","Ceridian HCM Holding Inc.","49.7","$6.88B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cday",
"CERN","Cerner Corporation","68.47","$22.28B","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","6.19","$853.2M","1997","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","0.262","$5.8M","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","25.3","$553.38M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/ceva",
"CFFA","CF Finance Acquisition Corp.","9.9","$355.64M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/cffa",
"CFFAU","CF Finance Acquisition Corp.","10.3","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cffau",
"CFFAW","CF Finance Acquisition Corp.","0.6097","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/cffaw",
"CF","CF Industries Holdings, Inc.","44.22","$9.78B","2005","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/cf",
"GIB","CGI Inc.","72.13","$17.69B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/gib",
"CSBR","Champions Oncology, Inc.","9.09","$105.58M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","19.49","$1.04B","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"ECOM          ","ChannelAdvisor Corporation","11.82","$328.57M","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ecom",
"BURG","Chanticleer Holdings, Inc.","1.53","$5.71M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/burg",
"CHAP","Chaparral Energy, Inc.","6.39","$296.12M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chap",
"CHRA","Charah Solutions, Inc.","7.01","$207.18M","2018","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/chra",
"CHAC","Chardan Healthcare Acquisition Corp.","9.7","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/chac",
"CHAC.U","Chardan Healthcare Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/chac.u",
"CHAC.WS","Chardan Healthcare Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chac.ws",
"CTHR","Charles & Colvard Ltd.","1.1558","$24.96M","1997","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cthr",
"CRL","Charles River Laboratories International, Inc.","142.41","$6.94B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/crl",
"GTLS","Chart Industries, Inc.","89.63","$2.84B","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","377.68","$84.38B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/chtr",
"CCF","Chase Corporation","98.19","$924.2M","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/ccf",
"CTAC","ChaSerg Technology Acquisition Corp.","9.94","$279.71M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","10.24","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.57","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacw",
"CLDT","Chatham Lodging Trust (REIT)","20.38","$949.15M","2010","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cldt",
"CHKP","Check Point Software Technologies Ltd.","119.94","$18.64B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","2.56","$21.08M","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.06","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.35","n/a","n/a","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","4.19","$150.34M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ckpt",
"CMCM","Cheetah Mobile Inc.","6.18","$843.74M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cmcm",
"CHGG","Chegg, Inc.","37.32","$4.42B","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/chgg",
"CEMI","Chembio Diagnostics, Inc.","7.11","$122.05M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cemi",
"CHE","Chemed Corp.","331.1","$5.28B","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/che",
"CHFC","Chemical Financial Corporation","44.71","$3.2B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","12.93","$746.4M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ccxi",
"CC","Chemours Company (The)","34.18","$5.64B","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cc",
"CHMG","Chemung Financial Corp","48.37","$235.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chmg",
"CQP","Cheniere Energy Partners, LP","44.3","$21.44B","2007","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","64.47","$16.59B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/lng",
"CHKE","Cherokee Inc.","0.7536","$12.02M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/chke",
"CHMI","Cherry Hill Mortgage Investment Corporation","17.14","$285.42M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/chmi",
"CHMI^A","Cherry Hill Mortgage Investment Corporation","25.4427","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chmi^a",
"CHMI^B","Cherry Hill Mortgage Investment Corporation","25.3657","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chmi^b",
"CHK","Chesapeake Energy Corporation","2.82","$4.61B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chk",
"CHK^D","Chesapeake Energy Corporation","56.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chk^d",
"CHKR","Chesapeake Granite Wash Trust","1.39","$64.98M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/chkr",
"CHSP","Chesapeake Lodging Trust","29.31","$1.78B","2010","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/chsp",
"CPK","Chesapeake Utilities Corporation","94.2","$1.54B","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/cpk",
"CVX","Chevron Corporation","117.27","$223.39B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvx",
"CHFS","CHF Solutions, Inc.","4.05","$8.38M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","6.07","$192.81M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/chma",
"CVR","Chicago Rivet & Machine Co.","28.3592","$27.4M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvr",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","9.4","$112.52M","2017","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/csse",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","25.25","$23.19M","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/cssep",
"CHS","Chico&#39;s FAS, Inc.","3.54","$412.4M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/chs",
"PLCE","Children&#39;s Place, Inc. (The)","114.94","$1.81B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/plce",
"CIM","Chimera Investment Corporation","19","$3.56B","2007","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","25.71","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","25.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","25.35","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","25.94","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cim^d",
"CMRX","Chimerix, Inc.","2.7","$137.89M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","2.95","$16.47M","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/cadc",
"CAAS","China Automotive Systems, Inc.","2.79","$87.88M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"GLG","China Bat Group, Inc.","1.5","$8.29M","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/glg",
"CBPO","China Biologic Products Holdings, Inc.","94.62","$3.72B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.1998","$7.21M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"CCRC","China Customer Relations Centers, Inc.","11.26","$206.39M","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ccrc",
"DL","China Distance Education Holdings Limited","6.49","$217.06M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","37.07","$10.73B","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cea",
"JRJC","China Finance Online Co. Limited","1.16","$27.4M","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"CHN","China Fund, Inc. (The)","21.51","$338.19M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","0.5746","$22.72M","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/cga",
"HGSH","China HGS Real Estate, Inc.","1.06","$47.75M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CIFS","China Internet Nationwide Financial Services Inc.","2.71","$59.93M","2017","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","1.24","$40.84M","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","1.18","$29.84M","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"LFC","China Life Insurance Company Limited","14.27","$80.67B","2003","Finance","Life Insurance","https://www.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","47.38","$194.03B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chl",
"CHNR","China Natural Resources, Inc.","1.85","$46.09M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/chnr",
"BORN","China New Borun Corporation","0.8203","$21.1M","2010","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/born",
"COE","China Online Education Group","5.67","$115.64M","2016","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","76.51","$92.63B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/snp",
"CPHI","China Pharma Holdings, Inc.","0.3304","$14.4M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cphi",
"XRF","China Rapid Finance Limited","0.874","$57.47M","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/xrf",
"CREG","China Recycling Energy Corporation","0.644","$10.37M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/creg",
"ZNH","China Southern Airlines Company Limited","44.58","$10.94B","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/znh",
"SXTC","China SXT Pharmaceuticals, Inc.","4.84","$114.95M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sxtc",
"CNTF","China TechFaith Wireless Communication Technology Limited","0.9889","$10.47M","2005","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cntf",
"CHA","China Telecom Corp Ltd","51.7","$41.84B","2002","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","11.98","$36.66B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chu",
"CXDC","China XD Plastics Company Limited","2.33","$118.71M","n/a","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/cxdc",
"CYD","China Yuchai International Limited","16.41","$670.48M","1994","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cyd",
"CCIH","ChinaCache International Holdings Ltd.","1.22","$32.5M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.45","$23.8M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","17.63","$641.08M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/imos",
"CMG","Chipotle Mexican Grill, Inc.","709.52","$19.66B","2006","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","86.71","$4.83B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/chh",
"CDXC","ChromaDex Corporation","4.67","$259.25M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","27.6","$571.32M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.03","$494.57M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.46","$444.53M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.52","$311.5M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","28.87","$208.8M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscp",
"CB","Chubb Limited","145.05","$66.41B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","36.07","$27.98B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","74.34","$18.3B","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/chd",
"CCC","Churchill Capital Corp","14.45","$1.5B","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ccc",
"CCC.U","Churchill Capital Corp","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/ccc.u",
"CCC.WS","Churchill Capital Corp","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccc.ws",
"CHDN","Churchill Downs, Incorporated","102.35","$4.11B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","20.92","$352.88M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/chuy",
"CBUS","Cibus Corp.","n/a","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cbus",
"CDTX","Cidara Therapeutics, Inc.","2.44","$65.01M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cdtx",
"CIEN","Ciena Corporation","38.79","$6.05B","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","152.83","$57.99B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ci",
"CMCT","CIM Commercial Trust Corporation","18.75","$821.16M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","25.1","$202.83M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmctp",
"XEC","Cimarex Energy Co","66.83","$6.78B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/xec",
"CMPR","Cimpress N.V","89.07","$2.73B","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/cmpr",
"CBB","Cincinnati Bell Inc","9.19","$462.6M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","39.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cbb^b",
"CINF","Cincinnati Financial Corporation","96.07","$15.68B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.89","$67.43M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/cidm",
"CNK","Cinemark Holdings Inc","42.39","$4.96B","2007","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","24.16","$477.02M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cinr",
"CTAS","Cintas Corporation","222.93","$23.31B","1983","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctas",
"CIR","CIRCOR International, Inc.","34.26","$680.86M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/cir",
"CRUS","Cirrus Logic, Inc.","50.02","$2.96B","1989","Technology","Semiconductors","https://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","54.94","$241.85B","1990","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/csco",
"CISN","Cision Ltd.","12","$1.78B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cisn",
"CIT","CIT Group Inc (DEL)","53.35","$5.22B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cit",
"CTRN","Citi Trends, Inc.","19.5","$236.45M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ctrn",
"BLW","Citigroup Inc.","14.9","$554.76M","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","70.67","$163.42B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","27.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","27.32","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","27.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","26.0367","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/c^s",
"CTXR","Citius Pharmaceuticals, Inc.","1.12","$24.72M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","28.84","$357.42M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","11.76","$129.24M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/czwi",
"CFG","Citizens Financial Group, Inc.","36.8","$16.97B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","26.4362","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfg^d",
"CZFC","Citizens First Corporation","25.34","$64.54M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","21.26","$104.27M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cizn",
"CIA","Citizens, Inc.","6.87","$345.09M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/cia",
"CTXS","Citrix Systems, Inc.","99.15","$13.1B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","81.24","$1.34B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chco",
"CIO","City Office REIT, Inc.","11.88","$476.01M","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","24.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","1.95","$330.14M","2014","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/cveo",
"CIVB","Civista Bancshares, Inc. ","22.79","$355.6M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","72","$728640","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civbp",
"CKX","CKX Lands, Inc.","10","$19.42M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ckx",
"CLAR","Clarus Corporation","13.83","$411.52M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","3.2","$654.88M","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CLH","Clean Harbors, Inc.","71.83","$4.01B","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/clh",
"CCO","Clear Channel Outdoor Holdings, Inc.","4.75","$1.74B","2005","Consumer Services","Advertising","https://www.nasdaq.com/symbol/cco",
"CACG","ClearBridge All Cap Growth ETF","32.1501","$99.67M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","30.4","$4.56M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ylde",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","9.39","$673.39M","2011","n/a","n/a","https://www.nasdaq.com/symbol/emo",
"LRGE","ClearBridge Large Cap Growth ESG ETF","35.34","$139.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lrge",
"CEM","ClearBridge MLP and Midstream Fund Inc.","12.3","$866.1M","2010","n/a","n/a","https://www.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","9.5","$364.8M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ctr",
"CLFD","Clearfield, Inc.","14.75","$201.54M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","2.2","$36.59M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","1.22","$45.87M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","0.8","$21.36M","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CLW","Clearwater Paper Corporation","18.04","$297.93M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","15.79","$3.05B","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cwen.a",
"CBLI","Cleveland BioLabs, Inc.","1.59","$17.96M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CLF","Cleveland-Cliffs Inc.","10.3","$2.91B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/clf",
"CLPR","Clipper Realty Inc.","13.27","$236.4M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","148.18","$18.87B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","11.14","$3B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cldr",
"GLV","Clough Global Dividend and Income Fund","11.17","$78.26M","2004","n/a","n/a","https://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","13.52","$149.07M","2005","n/a","n/a","https://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","9.89","$318.7M","2006","n/a","n/a","https://www.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","18.95","$1B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
